,State,Year,Produced Renewable(Billion Btu),Total Consumed(Billion Btu),GDP(Million dollars),Population(Thousand),Energy Price(dollars per million btu)
823,District of Columbia,1986,3047.0,174696.0,0.0,638.0,10.29
824,Delaware,1986,2765.0,217072.0,0.0,628.0,7.7
825,Florida,1986,116356.0,2781956.0,0.0,11668.0,9.2
826,Georgia,1986,141713.0,1953662.0,0.0,6085.0,7.38
827,Hawaii,1986,17315.0,245329.0,0.0,1052.0,8.46
828,Iowa,1986,107397.0,901984.0,0.0,2792.0,7.27
829,Idaho,1986,146627.0,342134.0,0.0,990.0,6.96
830,Illinois,1986,160460.0,3416921.0,0.0,11387.0,7.81
831,Indiana,1986,72081.0,2262531.0,0.0,5454.0,6.3
832,Kansas,1986,21920.0,974201.0,0.0,2433.0,7.12
833,Kentucky,1986,63267.0,1304571.0,0.0,3688.0,7.21
834,Louisiana,1986,99811.0,3500802.0,0.0,4407.0,5.04
835,Massachusetts,1986,69642.0,1383264.0,0.0,5903.0,8.26
836,Maryland,1986,54645.0,1182435.0,0.0,4487.0,8.14
837,Maine,1986,122771.0,444354.0,0.0,1170.0,7.07
838,Michigan,1986,113125.0,2651892.0,0.0,9128.0,7.52
839,Minnesota,1986,63838.0,1245900.0,0.0,4205.0,7.28
840,Missouri,1986,49316.0,1407765.0,0.0,5023.0,7.42
841,Mississippi,1986,49196.0,846367.0,0.0,2594.0,7.26
842,Montana,1986,133914.0,352552.0,0.0,814.0,6.57
843,North Carolina,1986,114112.0,1879993.0,0.0,6322.0,8.3
844,North Dakota,1986,30017.0,303900.0,0.0,670.0,5.12
845,Nebraska,1986,25882.0,482525.0,0.0,1574.0,7.17
846,New Hampshire,1986,38742.0,252309.0,0.0,1025.0,8.55
847,New Jersey,1986,41534.0,2200878.0,0.0,7622.0,8.26
848,New Mexico,1986,11713.0,454881.0,0.0,1463.0,8.17
849,Nevada,1986,52098.0,303314.0,0.0,981.0,7.77
850,New York,1986,429134.0,3554662.0,0.0,17833.0,8.98
851,Ohio,1986,117706.0,3591701.0,0.0,10730.0,7.36
852,Oklahoma,1986,45180.0,1203182.0,0.0,3253.0,7.0
853,Oregon,1986,532746.0,895457.0,0.0,2684.0,7.03
854,Pennsylvania,1986,117214.0,3378296.0,0.0,11783.0,7.63
855,Rhode Island,1986,4653.0,206204.0,0.0,977.0,8.38
856,South Carolina,1986,89782.0,1142219.0,0.0,3343.0,7.78
857,South Dakota,1986,64005.0,195032.0,0.0,696.0,7.2
858,Tennessee,1986,156686.0,1700016.0,0.0,4739.0,7.52
859,Texas,1986,110360.0,9007599.0,0.0,16561.0,5.74
860,Utah,1986,22999.0,470786.0,0.0,1663.0,7.0
861,Virginia,1986,83623.0,1756943.0,0.0,5812.0,7.44
862,Vermont,1986,23871.0,128263.0,0.0,534.0,8.86
863,Washington,1986,943292.0,1758552.0,0.0,4453.0,6.2
864,Wisconsin,1986,161718.0,1425549.0,0.0,4756.0,7.6
865,West Virginia,1986,31416.0,668346.0,0.0,1882.0,6.17
866,Wyoming,1986,16232.0,335938.0,0.0,496.0,6.17
867,Alaska,1987,12000.0,499211.0,0.0,539.0,5.06
868,Alabama,1987,229572.0,1582639.0,0.0,4015.0,7.04
869,Arkansas,1987,86688.0,736170.0,0.0,2342.0,7.99
870,Arizona,1987,123114.0,865824.0,0.0,3437.0,9.76
871,California,1987,522673.0,6938475.0,0.0,27777.0,7.67
872,Colorado,1987,32368.0,866162.0,0.0,3260.0,7.4
873,Connecticut,1987,30809.0,763522.0,0.0,3247.0,9.49
874,District of Columbia,1987,2226.0,174233.0,0.0,637.0,10.09
875,Delaware,1987,2162.0,227480.0,0.0,637.0,7.53
876,Florida,1987,107606.0,2870556.0,0.0,11997.0,9.25
877,Georgia,1987,146038.0,2049053.0,0.0,6208.0,7.51
878,Hawaii,1987,18834.0,249461.0,0.0,1068.0,8.65
879,Iowa,1987,118754.0,906929.0,0.0,2767.0,7.04
880,Idaho,1987,101722.0,345498.0,0.0,985.0,7.26
881,Illinois,1987,171863.0,3472023.0,0.0,11391.0,7.99
882,Indiana,1987,76608.0,2380691.0,0.0,5473.0,6.1
883,Kansas,1987,21370.0,1015692.0,0.0,2445.0,7.06
884,Kentucky,1987,60441.0,1341279.0,0.0,3683.0,7.29
885,Louisiana,1987,100062.0,3564236.0,0.0,4344.0,5.23
886,Massachusetts,1987,60278.0,1404906.0,0.0,5935.0,8.57
887,Maryland,1987,47753.0,1249115.0,0.0,4566.0,7.96
888,Maine,1987,116377.0,433183.0,0.0,1185.0,7.6
889,Michigan,1987,112079.0,2639558.0,0.0,9187.0,7.63
890,Minnesota,1987,58913.0,1251390.0,0.0,4235.0,7.28
891,Missouri,1987,40796.0,1430886.0,0.0,5057.0,7.76
892,Mississippi,1987,45439.0,868802.0,0.0,2589.0,7.42
893,Montana,1987,111156.0,329241.0,0.0,805.0,6.8
894,North Carolina,1987,134887.0,1966269.0,0.0,6404.0,8.55
895,North Dakota,1987,26159.0,302940.0,0.0,661.0,5.08
896,Nebraska,1987,23743.0,495732.0,0.0,1567.0,7.19
897,New Hampshire,1987,34985.0,273261.0,0.0,1054.0,8.74
898,New Jersey,1987,38592.0,2276016.0,0.0,7671.0,8.04
899,New Mexico,1987,8882.0,485504.0,0.0,1479.0,8.19
900,Nevada,1987,28499.0,330578.0,0.0,1023.0,7.41
901,New York,1987,400041.0,3658508.0,0.0,17869.0,8.89
902,Ohio,1987,122283.0,3708183.0,0.0,10760.0,7.37
903,Oklahoma,1987,45998.0,1256837.0,0.0,3210.0,6.68
904,Oregon,1987,477093.0,940455.0,0.0,2701.0,7.13
905,Pennsylvania,1987,108025.0,3551982.0,0.0,11811.0,7.44
906,Rhode Island,1987,3302.0,215862.0,0.0,990.0,8.52
907,South Carolina,1987,95655.0,1178512.0,0.0,3381.0,8.05
908,South Dakota,1987,59702.0,195204.0,0.0,696.0,7.36
909,Tennessee,1987,175575.0,1712673.0,0.0,4783.0,7.67
910,Texas,1987,116905.0,9240071.0,0.0,16622.0,5.77
911,Utah,1987,14262.0,462389.0,0.0,1678.0,7.41
912,Virginia,1987,85820.0,1847217.0,0.0,5932.0,7.62
913,Vermont,1987,23132.0,137510.0,0.0,540.0,9.14
914,Washington,1987,850801.0,1810437.0,0.0,4532.0,6.23
915,Wisconsin,1987,152842.0,1404088.0,0.0,4778.0,7.56
916,West Virginia,1987,28499.0,681320.0,0.0,1858.0,6.21
917,Wyoming,1987,11117.0,363821.0,0.0,477.0,6.1
918,Alaska,1988,12759.0,521398.0,0.0,542.0,5.46
919,Alabama,1988,213088.0,1651726.0,0.0,4024.0,6.84
920,Arkansas,1988,92546.0,817720.0,0.0,2343.0,7.46
921,Arizona,1988,98749.0,906415.0,0.0,3535.0,9.73
922,California,1988,512100.0,7143783.0,0.0,28464.0,7.87
923,Colorado,1988,32338.0,899364.0,0.0,3262.0,7.19
924,Connecticut,1988,34409.0,795471.0,0.0,3272.0,9.83
925,District of Columbia,1988,2378.0,174976.0,0.0,630.0,10.31
926,Delaware,1988,2310.0,234133.0,0.0,648.0,7.96
927,Florida,1988,113802.0,3042056.0,0.0,12306.0,9.16
928,Georgia,1988,138695.0,2138263.0,0.0,6316.0,7.51
929,Hawaii,1988,20427.0,289691.0,0.0,1080.0,7.83
930,Iowa,1988,122555.0,978710.0,0.0,2768.0,6.89
931,Idaho,1988,87512.0,365706.0,0.0,986.0,7.14
932,Illinois,1988,180027.0,3702319.0,0.0,11390.0,7.63
933,Indiana,1988,80322.0,2484357.0,0.0,5492.0,6.08
934,Kansas,1988,22757.0,1069693.0,0.0,2462.0,6.86
935,Kentucky,1988,56441.0,1419083.0,0.0,3680.0,7.25
936,Louisiana,1988,103943.0,3601826.0,0.0,4289.0,5.16
937,Massachusetts,1988,61835.0,1427362.0,0.0,5980.0,8.72
938,Maryland,1988,46241.0,1288359.0,0.0,4658.0,8.02
939,Maine,1988,118029.0,484767.0,0.0,1204.0,7.37
940,Michigan,1988,118354.0,2812015.0,0.0,9218.0,7.48
941,Minnesota,1988,60210.0,1355217.0,0.0,4296.0,7.36
942,Missouri,1988,43057.0,1500220.0,0.0,5082.0,7.72
943,Mississippi,1988,47412.0,917601.0,0.0,2580.0,7.37
944,Montana,1988,103886.0,341806.0,0.0,800.0,6.9
945,North Carolina,1988,115314.0,2044646.0,0.0,6481.0,8.43
946,North Dakota,1988,25131.0,306556.0,0.0,655.0,5.25
947,Nebraska,1988,21759.0,535116.0,0.0,1571.0,6.96
948,New Hampshire,1988,36549.0,273541.0,0.0,1083.0,9.24
949,New Jersey,1988,41856.0,2293960.0,0.0,7712.0,8.17
950,New Mexico,1988,8485.0,510363.0,0.0,1490.0,7.95
951,Nevada,1988,23919.0,353306.0,0.0,1075.0,7.73
952,New York,1988,365628.0,3748830.0,0.0,17941.0,8.86
953,Ohio,1988,127664.0,3844211.0,0.0,10799.0,7.26
954,Oklahoma,1988,37117.0,1291311.0,0.0,3167.0,6.53
955,Oregon,1988,470568.0,991005.0,0.0,2741.0,7.11
956,Pennsylvania,1988,108182.0,3713946.0,0.0,11846.0,7.29
957,Rhode Island,1988,3528.0,223279.0,0.0,996.0,8.44
958,South Carolina,1988,82436.0,1235317.0,0.0,3412.0,7.86
959,South Dakota,1988,59484.0,205416.0,0.0,698.0,7.35
960,Tennessee,1988,149034.0,1777007.0,0.0,4822.0,7.73
961,Texas,1988,108936.0,9811771.0,0.0,16667.0,5.58
962,Utah,1988,11778.0,526305.0,0.0,1689.0,6.83
963,Virginia,1988,78435.0,1921950.0,0.0,6037.0,7.58
964,Vermont,1988,21704.0,144630.0,0.0,550.0,9.19
965,Washington,1988,835492.0,1947741.0,0.0,4640.0,6.26
966,Wisconsin,1988,157160.0,1510126.0,0.0,4822.0,7.4
967,West Virginia,1988,29016.0,726601.0,0.0,1830.0,5.94
968,Wyoming,1988,11398.0,370702.0,0.0,465.0,6.15
969,Alaska,1989,18342.0,576192.0,0.0,547.0,6.12
970,Alabama,1989,302389.0,1683173.0,0.0,4030.0,6.99
971,Arkansas,1989,119759.0,882855.0,0.0,2346.0,7.15
972,Arizona,1989,101498.0,943115.0,0.0,3622.0,10.36
973,California,1989,738917.0,7420327.0,0.0,29218.0,8.29
974,Colorado,1989,30277.0,915127.0,0.0,3276.0,7.63
975,Connecticut,1989,36042.0,811311.0,0.0,3283.0,10.4
976,District of Columbia,1989,2511.0,180533.0,0.0,624.0,10.47
977,Delaware,1989,2516.0,241618.0,0.0,658.0,8.41
978,Florida,1989,232261.0,3248530.0,0.0,12638.0,9.31
979,Georgia,1989,218301.0,2219567.0,0.0,6411.0,7.59
980,Hawaii,1989,28875.0,309767.0,0.0,1095.0,8.48
981,Iowa,1989,91329.0,940800.0,0.0,2771.0,7.17
982,Idaho,1989,124650.0,399732.0,0.0,994.0,6.96
983,Illinois,1989,149116.0,3619229.0,0.0,11410.0,8.03
984,Indiana,1989,69238.0,2517053.0,0.0,5524.0,6.33
985,Kansas,1989,18659.0,1042967.0,0.0,2473.0,7.33
986,Kentucky,1989,73036.0,1509038.0,0.0,3677.0,7.4
987,Louisiana,1989,129286.0,3759315.0,0.0,4253.0,5.14
988,Massachusetts,1989,66832.0,1459706.0,0.0,6015.0,9.36
989,Maryland,1989,55480.0,1320439.0,0.0,4727.0,8.6
990,Maine,1989,154425.0,478996.0,0.0,1220.0,7.07
991,Michigan,1989,111822.0,2845535.0,0.0,9253.0,7.72
992,Minnesota,1989,63542.0,1392696.0,0.0,4338.0,7.51
993,Missouri,1989,36263.0,1511766.0,0.0,5096.0,8.13
994,Mississippi,1989,76403.0,959292.0,0.0,2574.0,7.38
995,Montana,1989,110933.0,351807.0,0.0,800.0,7.17
996,North Carolina,1989,167662.0,2064537.0,0.0,6565.0,8.87
997,North Dakota,1989,25388.0,319110.0,0.0,646.0,5.33
998,Nebraska,1989,20344.0,533925.0,0.0,1575.0,7.63
999,New Hampshire,1989,40566.0,272775.0,0.0,1105.0,9.9
1000,New Jersey,1989,34878.0,2354787.0,0.0,7726.0,8.67
1001,New Mexico,1989,9275.0,535009.0,0.0,1504.0,8.57
1002,Nevada,1989,30236.0,389011.0,0.0,1137.0,8.18
1003,New York,1989,379021.0,3771097.0,0.0,17983.0,9.59
1004,Ohio,1989,106704.0,3953736.0,0.0,10829.0,7.65
1005,Oklahoma,1989,50344.0,1325070.0,0.0,3150.0,6.65
1006,Oregon,1989,481678.0,999506.0,0.0,2791.0,7.5
1007,Pennsylvania,1989,98078.0,3738812.0,0.0,11866.0,7.75
1008,Rhode Island,1989,3806.0,216864.0,0.0,1001.0,9.34
1009,South Carolina,1989,97057.0,1243836.0,0.0,3457.0,8.07
1010,South Dakota,1989,52343.0,214315.0,0.0,697.0,8.03
1011,Tennessee,1989,205580.0,1829468.0,0.0,4854.0,7.96
1012,Texas,1989,125459.0,10093725.0,0.0,16807.0,5.65
1013,Utah,1989,11676.0,537620.0,0.0,1706.0,6.84
1014,Virginia,1989,96553.0,1965088.0,0.0,6120.0,8.04
1015,Vermont,1989,20018.0,142529.0,0.0,558.0,9.91
1016,Washington,1989,855589.0,2013008.0,0.0,4746.0,6.54
1017,Wisconsin,1989,123657.0,1516590.0,0.0,4857.0,7.49
1018,West Virginia,1989,25599.0,748561.0,0.0,1807.0,6.21
1019,Wyoming,1989,10449.0,382037.0,0.0,458.0,6.53
1020,Alaska,1990,18357.0,584082.0,0.0,553.0,6.88
1021,Alabama,1990,251667.0,1665451.0,0.0,4050.0,7.56
1022,Arkansas,1990,109997.0,855785.0,0.0,2357.0,8.2
1023,Arizona,1990,94753.0,938852.0,0.0,3684.0,11.23
1024,California,1990,669326.0,7443750.0,0.0,29960.0,9.04
1025,Colorado,1990,26402.0,932807.0,0.0,3308.0,8.15
1026,Connecticut,1990,34712.0,768226.0,0.0,3292.0,11.45
1027,District of Columbia,1990,1283.0,181020.0,0.0,605.0,11.13
1028,Delaware,1990,1653.0,255404.0,0.0,670.0,8.75
1029,Florida,1990,198986.0,3280693.0,0.0,13033.0,10.2
1030,Georgia,1990,235499.0,2229497.0,0.0,6513.0,8.32
1031,Hawaii,1990,27937.0,321420.0,0.0,1113.0,9.92
1032,Iowa,1990,88503.0,945523.0,0.0,2781.0,7.66
1033,Idaho,1990,119510.0,405394.0,0.0,1012.0,7.46
1034,Illinois,1990,116949.0,3580209.0,0.0,11453.0,8.73
1035,Indiana,1990,60100.0,2491803.0,0.0,5558.0,6.74
1036,Kansas,1990,14891.0,1064807.0,0.0,2481.0,7.65
1037,Kentucky,1990,50476.0,1462349.0,0.0,3694.0,7.87
1038,Louisiana,1990,125199.0,3853208.0,0.0,4222.0,5.9
1039,Massachusetts,1990,65263.0,1406735.0,0.0,6023.0,10.4
1040,Maryland,1990,50546.0,1268899.0,0.0,4800.0,9.44
1041,Maine,1990,151630.0,457234.0,0.0,1232.0,8.09
1042,Michigan,1990,97986.0,2873329.0,0.0,9311.0,8.08
1043,Minnesota,1990,59880.0,1400741.0,0.0,4390.0,8.06
1044,Missouri,1990,40959.0,1483468.0,0.0,5129.0,8.95
1045,Mississippi,1990,84868.0,1028502.0,0.0,2579.0,7.85
1046,Montana,1990,123487.0,347472.0,0.0,800.0,7.72
1047,North Carolina,1990,168721.0,2055247.0,0.0,6664.0,9.66
1048,North Dakota,1990,22169.0,312429.0,0.0,638.0,5.85
1049,Nebraska,1990,18296.0,525308.0,0.0,1582.0,8.41
1050,New Hampshire,1990,46824.0,267416.0,0.0,1112.0,10.82
1051,New Jersey,1990,26140.0,2245482.0,0.0,7763.0,9.43
1052,New Mexico,1990,8336.0,595763.0,0.0,1522.0,9.36
1053,Nevada,1990,29668.0,403029.0,0.0,1221.0,8.97
1054,New York,1990,390950.0,3735420.0,0.0,18021.0,10.5
1055,Ohio,1990,74714.0,3770087.0,0.0,10864.0,8.27
1056,Oklahoma,1990,49914.0,1382653.0,0.0,3149.0,7.38
1057,Oregon,1990,487410.0,978110.0,0.0,2860.0,8.08
1058,Pennsylvania,1990,91855.0,3635723.0,0.0,11903.0,8.56
1059,Rhode Island,1990,4499.0,212689.0,0.0,1006.0,10.48
1060,South Carolina,1990,106105.0,1262871.0,0.0,3501.0,8.58
1061,South Dakota,1990,44413.0,217134.0,0.0,697.0,8.69
1062,Tennessee,1990,165785.0,1791963.0,0.0,4894.0,8.52
1063,Texas,1990,115294.0,10272320.0,0.0,17057.0,6.51
1064,Utah,1990,10774.0,535798.0,0.0,1731.0,7.18
1065,Virginia,1990,104855.0,1963516.0,0.0,6217.0,8.61
1066,Vermont,1990,19484.0,126145.0,0.0,565.0,11.24
1067,Washington,1990,1004344.0,2046391.0,0.0,4903.0,7.03
1068,Wisconsin,1990,102565.0,1484602.0,0.0,4905.0,8.01
1069,West Virginia,1990,18512.0,704399.0,0.0,1793.0,6.81
1070,Wyoming,1990,9451.0,399356.0,0.0,454.0,6.53
1071,Alaska,1991,17357.0,602660.0,0.0,570.0,6.31
1072,Alabama,1991,255590.0,1682843.0,0.0,4099.0,7.49
1073,Arkansas,1991,109823.0,845361.0,0.0,2383.0,8.33
1074,Arizona,1991,88774.0,944604.0,0.0,3789.0,10.94
1075,California,1991,653513.0,7342269.0,0.0,30471.0,9.14
1076,Colorado,1991,31891.0,983584.0,0.0,3387.0,7.98
1077,Connecticut,1991,34896.0,767326.0,0.0,3303.0,11.6
1078,District of Columbia,1991,1345.0,187140.0,0.0,601.0,11.13
1079,Delaware,1991,1734.0,253279.0,0.0,683.0,8.94
1080,Florida,1991,212955.0,3245706.0,0.0,13370.0,10.23
1081,Georgia,1991,226913.0,2222310.0,0.0,6653.0,8.23
1082,Hawaii,1991,27516.0,295150.0,0.0,1137.0,9.81
1083,Iowa,1991,91919.0,981701.0,0.0,2798.0,7.46
1084,Idaho,1991,116020.0,415458.0,0.0,1041.0,7.36
1085,Illinois,1991,126106.0,3644007.0,0.0,11569.0,8.64
1086,Indiana,1991,60995.0,2474327.0,0.0,5616.0,6.77
1087,Kansas,1991,15626.0,1059621.0,0.0,2499.0,7.42
1088,Kentucky,1991,56629.0,1486558.0,0.0,3722.0,7.71
1089,Louisiana,1991,127508.0,3841451.0,0.0,4253.0,5.58
1090,Massachusetts,1991,66582.0,1365807.0,0.0,6018.0,10.67
1091,Maryland,1991,41675.0,1265252.0,0.0,4868.0,9.69
1092,Maine,1991,157261.0,460089.0,0.0,1237.0,7.96
1093,Michigan,1991,105361.0,2806614.0,0.0,9400.0,8.15
1094,Minnesota,1991,63243.0,1427437.0,0.0,4441.0,7.9
1095,Missouri,1991,30538.0,1517029.0,0.0,5171.0,8.79
1096,Mississippi,1991,89510.0,1054459.0,0.0,2599.0,7.5
1097,Montana,1991,142368.0,352416.0,0.0,810.0,7.47
1098,North Carolina,1991,137282.0,2034967.0,0.0,6784.0,9.81
1099,North Dakota,1991,23205.0,322310.0,0.0,636.0,5.84
1100,Nebraska,1991,17612.0,534720.0,0.0,1596.0,8.18
1101,New Hampshire,1991,40894.0,252203.0,0.0,1110.0,10.76
1102,New Jersey,1991,35990.0,2274398.0,0.0,7815.0,9.35
1103,New Mexico,1991,9139.0,588050.0,0.0,1555.0,8.9
1104,Nevada,1991,38961.0,415712.0,0.0,1296.0,8.75
1105,New York,1991,379052.0,3672144.0,0.0,18123.0,10.75
1106,Ohio,1991,80207.0,3767045.0,0.0,10946.0,8.42
1107,Oklahoma,1991,41216.0,1315793.0,0.0,3175.0,7.26
1108,Oregon,1991,484638.0,1009616.0,0.0,2929.0,7.87
1109,Pennsylvania,1991,90246.0,3572793.0,0.0,11982.0,8.89
1110,Rhode Island,1991,4585.0,218147.0,0.0,1011.0,10.39
1111,South Carolina,1991,107666.0,1290130.0,0.0,3570.0,8.46
1112,South Dakota,1991,43560.0,213566.0,0.0,704.0,8.41
1113,Tennessee,1991,180359.0,1790944.0,0.0,4967.0,8.28
1114,Texas,1991,120330.0,10278273.0,0.0,17398.0,6.35
1115,Utah,1991,12553.0,565520.0,0.0,1780.0,6.97
1116,Virginia,1991,106699.0,1970636.0,0.0,6301.0,8.53
1117,Vermont,1991,17310.0,132567.0,0.0,569.0,10.87
1118,Washington,1991,1007480.0,2037067.0,0.0,5026.0,7.11
1119,Wisconsin,1991,108259.0,1525891.0,0.0,4964.0,7.89
1120,West Virginia,1991,16399.0,674052.0,0.0,1799.0,7.09
1121,Wyoming,1991,10494.0,388320.0,0.0,459.0,6.26
1122,Alaska,1992,18300.0,627237.0,0.0,589.0,6.23
1123,Alabama,1992,255014.0,1753322.0,0.0,4154.0,7.24
1124,Arkansas,1992,112587.0,874311.0,0.0,2416.0,8.12
1125,Arizona,1992,87528.0,973001.0,0.0,3916.0,11.46
1126,California,1992,642293.0,7308211.0,0.0,30975.0,9.63
1127,Colorado,1992,27778.0,983800.0,0.0,3496.0,8.07
1128,Connecticut,1992,38926.0,800838.0,0.0,3301.0,11.4
1129,District of Columbia,1992,1412.0,186771.0,0.0,598.0,11.41
1130,Delaware,1992,1784.0,264211.0,0.0,695.0,8.41
1131,Florida,1992,230779.0,3307780.0,0.0,13651.0,9.9
1132,Georgia,1992,234484.0,2266409.0,0.0,6817.0,8.12
1133,Hawaii,1992,26800.0,306030.0,0.0,1159.0,9.62
1134,Iowa,1992,100239.0,972802.0,0.0,2818.0,7.6
1135,Idaho,1992,95133.0,420042.0,0.0,1072.0,7.52
1136,Illinois,1992,134420.0,3622832.0,0.0,11694.0,8.51
1137,Indiana,1992,61853.0,2460079.0,0.0,5675.0,6.64
1138,Kansas,1992,15374.0,1046235.0,0.0,2532.0,7.62
1139,Kentucky,1992,57999.0,1548516.0,0.0,3765.0,7.42
1140,Louisiana,1992,130798.0,3960443.0,0.0,4293.0,5.2
1141,Massachusetts,1992,68433.0,1432260.0,0.0,6029.0,10.29
1142,Maryland,1992,46672.0,1253052.0,0.0,4923.0,9.89
1143,Maine,1992,159035.0,480096.0,0.0,1239.0,7.8
1144,Michigan,1992,108477.0,2854945.0,0.0,9479.0,7.97
1145,Minnesota,1992,69504.0,1441091.0,0.0,4496.0,7.83
1146,Missouri,1992,34756.0,1507429.0,0.0,5217.0,8.56
1147,Mississippi,1992,90830.0,1079176.0,0.0,2624.0,7.37
1148,Montana,1992,95906.0,346127.0,0.0,826.0,7.75
1149,North Carolina,1992,159698.0,2129600.0,0.0,6897.0,9.51
1150,North Dakota,1992,22246.0,328612.0,0.0,638.0,5.49
1151,Nebraska,1992,19619.0,523410.0,0.0,1612.0,8.17
1152,New Hampshire,1992,42211.0,261547.0,0.0,1118.0,10.81
1153,New Jersey,1992,38620.0,2357058.0,0.0,7881.0,8.94
1154,New Mexico,1992,9255.0,585580.0,0.0,1595.0,8.75
1155,Nevada,1992,36827.0,429520.0,0.0,1351.0,8.99
1156,New York,1992,395108.0,3755436.0,0.0,18247.0,10.7
1157,Ohio,1992,76310.0,3804977.0,0.0,11029.0,8.25
1158,Oklahoma,1992,53293.0,1330177.0,0.0,3221.0,7.16
1159,Oregon,1992,374214.0,1001923.0,0.0,2992.0,8.01
1160,Pennsylvania,1992,107587.0,3675538.0,0.0,12049.0,8.6
1161,Rhode Island,1992,4840.0,244586.0,0.0,1013.0,9.24
1162,South Carolina,1992,110649.0,1306126.0,0.0,3620.0,8.23
1163,South Dakota,1992,41061.0,216362.0,0.0,713.0,8.34
1164,Tennessee,1992,170092.0,1833618.0,0.0,5050.0,8.16
1165,Texas,1992,133852.0,10445158.0,0.0,17760.0,6.27
1166,Utah,1992,12378.0,551616.0,0.0,1837.0,7.17
1167,Virginia,1992,110242.0,1995924.0,0.0,6414.0,8.61
1168,Vermont,1992,16014.0,138294.0,0.0,573.0,10.65
1169,Washington,1992,803146.0,2072251.0,0.0,5161.0,6.59
1170,Wisconsin,1992,108919.0,1523566.0,0.0,5025.0,7.85
1171,West Virginia,1992,18470.0,687505.0,0.0,1806.0,7.12
1172,Wyoming,1992,8786.0,421599.0,0.0,466.0,5.97
1173,Alaska,1993,20551.0,623613.0,0.0,599.0,6.45
1174,Alabama,1993,268147.0,1805267.0,0.0,4214.0,7.36
1175,Arkansas,1993,133646.0,948491.0,0.0,2456.0,8.11
1176,Arizona,1993,86666.0,987611.0,0.0,4065.0,11.73
1177,California,1993,820783.0,7146526.0,0.0,31275.0,9.58
1178,Colorado,1993,31618.0,1050950.0,0.0,3614.0,7.97
1179,Connecticut,1993,39111.0,789110.0,0.0,3309.0,11.58
1180,District of Columbia,1993,1946.0,193377.0,0.0,595.0,11.91
1181,Delaware,1993,2492.0,268583.0,0.0,706.0,8.41
1182,Florida,1993,217028.0,3337130.0,0.0,13927.0,10.16
1183,Georgia,1993,239997.0,2418511.0,0.0,6978.0,8.22
1184,Hawaii,1993,27829.0,282651.0,0.0,1173.0,10.97
1185,Iowa,1993,106281.0,1034530.0,0.0,2837.0,7.74
1186,Idaho,1993,126225.0,435208.0,0.0,1109.0,7.55
1187,Illinois,1993,121028.0,3725970.0,0.0,11810.0,8.79
1188,Indiana,1993,52542.0,2566565.0,0.0,5739.0,6.69
1189,Kansas,1993,15474.0,1074697.0,0.0,2557.0,7.52
1190,Kentucky,1993,47980.0,1587070.0,0.0,3812.0,7.55
1191,Louisiana,1993,137491.0,4027617.0,0.0,4316.0,5.35
1192,Massachusetts,1993,69749.0,1435468.0,0.0,6061.0,10.48
1193,Maryland,1993,49263.0,1300726.0,0.0,4972.0,10.13
1194,Maine,1993,158153.0,484742.0,0.0,1242.0,7.87
1195,Michigan,1993,100474.0,2851029.0,0.0,9540.0,8.07
1196,Minnesota,1993,70105.0,1487515.0,0.0,4556.0,7.96
1197,Missouri,1993,49981.0,1618739.0,0.0,5271.0,8.54
1198,Mississippi,1993,92435.0,1087525.0,0.0,2655.0,7.63
1199,Montana,1993,108980.0,364199.0,0.0,845.0,7.73
1200,North Carolina,1993,157307.0,2215853.0,0.0,7043.0,9.59
1201,North Dakota,1993,19321.0,331542.0,0.0,641.0,5.64
1202,Nebraska,1993,22322.0,551179.0,0.0,1626.0,8.06
1203,New Hampshire,1993,42448.0,261308.0,0.0,1129.0,11.07
1204,New Jersey,1993,37006.0,2365707.0,0.0,7949.0,9.04
1205,New Mexico,1993,9667.0,600711.0,0.0,1636.0,9.17
1206,Nevada,1993,40587.0,453426.0,0.0,1411.0,9.04
1207,New York,1993,421298.0,3779999.0,0.0,18375.0,10.96
1208,Ohio,1993,53768.0,3855966.0,0.0,11101.0,8.59
1209,Oklahoma,1993,67957.0,1388934.0,0.0,3252.0,7.27
1210,Oregon,1993,414153.0,1019599.0,0.0,3060.0,8.35
1211,Pennsylvania,1993,104764.0,3746347.0,0.0,12120.0,8.54
1212,Rhode Island,1993,5181.0,201720.0,0.0,1015.0,10.66
1213,South Carolina,1993,110225.0,1361656.0,0.0,3663.0,8.22
1214,South Dakota,1993,30241.0,229490.0,0.0,722.0,8.33
1215,Tennessee,1993,153217.0,1865782.0,0.0,5138.0,8.18
1216,Texas,1993,117228.0,10554352.0,0.0,18162.0,6.44
1217,Utah,1993,14575.0,577314.0,0.0,1898.0,6.98
1218,Virginia,1993,119272.0,2063530.0,0.0,6510.0,8.75
1219,Vermont,1993,18238.0,136281.0,0.0,578.0,10.69
1220,Washington,1993,791624.0,2069959.0,0.0,5279.0,7.02
1221,Wisconsin,1993,104600.0,1585889.0,0.0,5085.0,7.93
1222,West Virginia,1993,18459.0,710783.0,0.0,1818.0,7.18
1223,Wyoming,1993,10208.0,407022.0,0.0,473.0,6.13
1224,Alaska,1994,23587.0,623042.0,0.0,603.0,6.37
1225,Alabama,1994,332532.0,1897364.0,0.0,4260.0,7.09
1226,Arkansas,1994,119581.0,979356.0,0.0,2494.0,7.92
1227,Arizona,1994,93513.0,1041885.0,0.0,4245.0,11.53
